timestamp;cpu;ram;disco
2026-08-20 11:47:36;23.0;93.1;84.2
2026-08-20 11:47:41;27.6;92.4;84.2
2026-08-20 11:47:46;8.0;92.0;84.2
2026-08-20 11:47:51;8.7;91.9;84.2
2026-08-20 11:47:56;5.5;91.8;84.2
2026-08-20 11:48:01;7.2;91.8;84.2
2026-08-20 11:48:06;14.1;91.7;84.2
2026-08-20 11:48:11;6.6;91.0;84.2
2026-08-20 11:48:16;7.4;91.0;84.2
2026-08-20 11:48:21;4.5;91.0;84.2
2026-08-20 11:48:26;22.2;90.0;84.2
2026-08-20 11:48:31;9.3;90.1;84.2
2026-08-20 11:48:36;8.1;90.3;84.2
2026-08-20 11:48:41;10.5;91.5;84.2
2026-08-20 11:48:46;13.4;91.4;84.2
2026-08-20 11:48:51;9.4;92.1;84.2
2026-08-20 11:48:56;7.5;92.1;84.2
2026-08-20 11:49:01;10.2;92.0;84.2
2026-08-20 11:49:06;15.0;91.9;84.2
2026-08-20 11:49:11;28.8;93.8;84.2
2026-08-20 11:49:16;14.0;94.6;84.2
2026-08-20 11:49:21;4.5;94.5;84.2
2026-08-20 11:49:26;14.8;93.4;84.2
2026-08-20 11:49:31;10.4;93.2;84.2
2026-08-20 11:49:36;14.0;93.5;84.2
2026-08-20 11:49:41;7.4;93.3;84.2
2026-08-20 11:49:46;7.6;94.0;84.2
2026-08-20 11:49:51;6.0;93.9;84.2
2026-08-20 11:49:56;4.9;93.9;84.2
2026-08-20 11:50:01;2.8;93.8;84.2
2026-08-20 11:50:06;6.4;93.9;84.2
2026-08-20 11:50:11;8.7;94.3;84.2
2026-08-20 11:50:16;11.0;94.3;84.2
2026-08-20 11:50:21;7.7;94.2;84.2
2026-08-20 11:50:26;21.8;95.0;84.2
2026-08-20 11:50:31;8.1;94.6;84.2
2026-08-20 11:50:36;4.1;94.5;84.2
2026-08-20 11:50:41;8.7;94.5;84.2
2026-08-20 11:50:46;8.0;94.5;84.2
2026-08-20 11:50:51;8.9;94.4;84.2
2026-08-20 11:50:56;10.3;94.6;84.2
2026-08-20 11:51:01;24.1;94.8;84.2
2026-08-20 11:51:06;10.3;94.8;84.2
2026-08-20 11:51:11;11.6;94.7;84.2
2026-08-20 11:51:16;8.3;94.7;84.2
2026-08-20 11:51:21;16.3;95.2;84.2
2026-08-20 11:51:26;17.0;95.1;84.2
2026-08-20 11:51:31;14.8;95.2;84.2
2026-08-20 11:51:36;8.6;95.1;84.2
2026-08-20 11:51:41;33.1;95.2;84.2
2026-08-20 11:51:46;6.9;95.1;84.2
2026-08-20 11:51:51;50.0;96.7;84.2
2026-08-20 11:51:56;15.9;93.2;84.2
2026-08-20 11:52:01;13.0;93.2;84.2
2026-08-20 11:52:06;24.0;91.9;84.2
2026-08-20 11:52:11;12.1;92.2;84.2
2026-08-20 11:52:16;13.0;92.3;84.2
2026-08-20 11:52:21;22.1;92.4;84.2
2026-08-20 11:52:26;12.9;93.0;84.2
2026-08-20 11:52:31;8.7;93.1;84.2
2026-08-20 11:52:36;6.1;94.1;84.2
2026-08-20 11:52:41;23.3;92.6;84.2
2026-08-20 11:52:46;12.4;92.4;84.2
2026-08-20 11:52:51;3.9;92.5;84.2
2026-08-20 11:52:56;13.5;92.7;84.2
2026-08-20 11:53:01;8.9;92.9;84.2
2026-08-20 11:53:06;11.0;92.8;84.2
2026-08-20 11:53:11;13.3;92.4;84.2
2026-08-20 11:53:16;7.4;93.5;84.2
2026-08-20 11:53:21;7.5;93.5;84.2
2026-08-20 11:53:26;5.6;93.6;84.2
2026-08-20 11:53:31;5.7;93.4;84.2
2026-08-20 11:53:36;7.3;93.3;84.2
2026-08-20 11:53:41;8.2;93.3;84.2
2026-08-20 11:53:46;5.1;93.2;84.2
2026-08-20 11:53:51;4.2;93.2;84.2
2026-08-20 11:53:56;13.2;92.7;84.2
2026-08-20 11:54:01;9.8;92.6;84.2
2026-08-20 11:54:06;4.9;92.8;84.2
2026-08-20 11:54:11;7.6;92.8;84.2
2026-08-20 11:54:16;6.4;92.8;84.2
2026-08-20 11:54:21;6.3;92.8;84.2
2026-08-20 11:54:26;5.6;92.7;84.2
2026-08-20 11:54:31;4.0;92.6;84.2
2026-08-20 11:54:36;9.2;92.7;84.2
2026-08-20 11:54:41;38.6;84.8;84.2
2026-08-20 11:54:46;8.1;83.3;84.2
2026-08-20 11:54:51;3.4;83.8;84.2
2026-08-20 11:54:56;8.5;83.9;84.2
2026-08-20 11:55:01;7.1;83.7;84.2
2026-08-20 11:55:06;8.2;83.9;84.2
2026-08-20 11:55:11;6.2;84.1;84.2
2026-08-20 11:55:16;7.8;84.1;84.2
2026-08-20 11:55:21;10.6;84.1;84.2
2026-08-20 11:55:26;23.4;84.3;84.2
2026-08-20 11:55:31;35.4;85.5;84.2
2026-08-20 11:55:36;13.8;86.1;84.2
2026-08-20 11:55:41;7.7;86.7;84.2
2026-08-20 11:55:46;8.4;86.3;84.2
2026-08-20 11:55:51;6.8;86.2;84.2
2026-08-20 11:55:56;10.5;86.2;84.2
2026-08-20 11:56:01;9.4;86.2;84.2
2026-08-20 11:56:06;14.1;86.3;84.2
2026-08-20 11:56:11;4.4;86.3;84.2
2026-08-20 11:56:16;13.6;86.3;84.2
2026-08-20 11:56:21;7.8;86.3;84.2
2026-08-20 11:56:26;13.0;85.7;84.2
2026-08-20 11:56:31;5.6;85.6;84.2
2026-08-20 11:56:36;14.8;85.7;84.2
2026-08-20 11:56:41;5.4;85.8;84.2
2026-08-20 11:56:46;16.0;85.7;84.2
2026-08-20 11:56:51;12.1;86.1;84.2
2026-08-20 11:56:56;12.4;87.0;84.2
2026-08-20 11:57:01;8.3;87.5;84.2
2026-08-20 11:57:06;12.3;88.0;84.2
2026-08-20 11:57:11;13.1;87.7;84.2
2026-08-20 11:57:16;10.8;87.7;84.2
2026-08-20 11:57:21;5.3;87.2;84.2
2026-08-20 11:57:26;8.9;87.3;84.2
2026-08-20 11:57:31;8.7;87.3;84.2
