timestamp;cpu;ram;disco
2026-08-20 10:45:54;11.2;47.3;47.9
2026-08-20 10:45:55;6.1;47.3;47.9
2026-08-20 10:45:56;2.3;47.3;47.9
2026-08-20 10:45:57;8.3;47.4;47.9
2026-08-20 10:45:58;5.6;47.3;47.9
2026-08-20 10:45:59;8.8;47.3;47.9
2026-08-20 10:46:00;16.7;47.3;47.9
2026-08-20 10:46:01;9.9;47.0;47.9
2026-08-20 10:46:02;4.9;46.9;47.9
2026-08-20 10:46:03;6.0;46.9;47.9
2026-08-20 10:46:04;6.6;46.9;47.9
2026-08-20 10:46:05;7.1;46.9;47.9
2026-08-20 10:46:06;8.4;46.8;47.9
2026-08-20 10:46:07;6.4;46.8;47.9
2026-08-20 10:46:08;4.1;46.8;47.9
2026-08-20 10:46:09;29.9;46.8;47.9
2026-08-20 10:46:10;8.3;46.8;47.9
2026-08-20 10:46:11;6.1;46.8;47.9
2026-08-20 10:46:12;4.7;46.8;47.9
2026-08-20 10:46:13;3.1;46.8;47.9
2026-08-20 10:46:14;4.3;46.8;47.9
2026-08-20 10:46:15;2.7;46.8;47.9
2026-08-20 10:46:16;1.9;46.8;47.9
2026-08-20 10:46:17;3.5;46.8;47.9
2026-08-20 10:46:18;4.3;46.8;47.9
2026-08-20 10:46:19;4.9;46.8;47.9
2026-08-20 10:46:20;3.3;46.8;47.9
2026-08-20 10:46:21;0.8;46.8;47.9
2026-08-20 10:46:22;7.5;46.8;47.9
2026-08-20 10:46:23;3.0;46.8;47.9
2026-08-20 10:46:24;6.8;46.8;47.9
2026-08-20 10:46:25;3.3;46.8;47.9
2026-08-20 10:46:26;6.4;46.8;47.9
2026-08-20 10:46:27;7.4;46.8;47.9
2026-08-20 10:46:28;4.9;46.8;47.9
2026-08-20 10:46:29;6.5;46.8;47.9
2026-08-20 10:46:30;2.7;46.8;47.9
2026-08-20 10:46:31;4.5;46.8;47.9
2026-08-20 10:46:32;5.0;46.8;47.9
2026-08-20 10:46:33;4.6;46.8;47.9
2026-08-20 10:46:34;3.1;46.8;47.9
2026-08-20 10:46:35;5.1;46.8;47.9
2026-08-20 10:46:36;2.9;46.8;47.9
2026-08-20 10:46:37;3.7;46.8;47.9
2026-08-20 10:46:38;23.2;46.8;47.9
2026-08-20 10:46:39;4.5;46.8;47.9
2026-08-20 10:46:40;6.3;46.8;47.9
2026-08-20 10:46:41;3.3;46.8;47.9
2026-08-20 10:46:42;1.9;46.8;47.9
2026-08-20 10:46:43;4.7;46.8;47.9
2026-08-20 10:46:44;3.8;46.8;47.9
2026-08-20 10:46:45;5.5;46.8;47.9
2026-08-20 10:46:46;8.3;46.8;47.9
2026-08-20 10:46:47;49.6;46.9;47.9
2026-08-20 10:46:48;23.2;46.8;47.9
2026-08-20 10:46:49;6.0;46.8;47.9
2026-08-20 10:46:50;9.6;46.9;47.9
2026-08-20 10:46:51;4.3;46.9;47.9
2026-08-20 10:46:52;16.9;46.8;47.9
2026-08-20 10:46:53;2.5;46.8;47.9
2026-08-20 10:46:54;2.1;46.8;47.9
2026-08-20 10:46:55;2.5;46.8;47.9
2026-08-20 10:46:56;3.1;46.9;47.9
2026-08-20 10:46:57;8.2;46.8;47.9
2026-08-20 10:46:58;5.1;46.9;47.9
2026-08-20 10:46:59;3.5;47.0;47.9
2026-08-20 10:47:00;5.3;46.9;47.9
2026-08-20 10:47:01;3.3;46.9;47.9
2026-08-20 10:47:02;4.9;46.9;47.9
2026-08-20 10:47:03;2.7;46.9;47.9
2026-08-20 10:47:04;2.1;46.9;47.9
2026-08-20 10:47:05;3.7;46.9;47.9
2026-08-20 10:47:06;3.5;46.9;47.9
2026-08-20 10:47:07;28.7;46.9;47.9
2026-08-20 10:47:08;2.5;46.9;47.9
2026-08-20 10:47:09;5.1;46.8;47.9
2026-08-20 10:47:10;5.0;46.8;47.9
2026-08-20 10:47:11;7.2;46.8;47.9
2026-08-20 10:47:12;2.5;46.8;47.9
2026-08-20 10:47:13;6.4;46.8;47.9
2026-08-20 10:47:14;3.5;46.8;47.9
2026-08-20 10:47:15;3.7;46.8;47.9
2026-08-20 10:47:16;4.0;46.8;47.9
2026-08-20 10:47:17;3.7;46.9;47.9
2026-08-20 10:47:18;4.8;46.8;47.9
2026-08-20 10:47:19;2.7;46.8;47.9
2026-08-20 10:47:20;5.5;46.8;47.9
2026-08-20 10:47:21;2.7;46.8;47.9
2026-08-20 10:47:22;4.3;46.8;47.9
2026-08-20 10:47:23;3.3;46.8;47.9
2026-08-20 10:47:24;3.5;46.8;47.9
2026-08-20 10:47:25;2.7;46.8;47.9
2026-08-20 10:47:26;5.4;46.8;47.9
2026-08-20 10:47:27;3.3;46.8;47.9
2026-08-20 10:47:28;4.7;46.8;47.9
2026-08-20 10:47:29;4.7;46.8;47.9
2026-08-20 10:47:30;5.7;46.8;47.9
2026-08-20 10:47:31;2.9;46.8;47.9
2026-08-20 10:47:32;7.2;46.8;47.9
2026-08-20 10:47:33;2.1;46.8;47.9
2026-08-20 10:47:34;5.8;46.8;47.9
2026-08-20 10:47:35;2.3;46.8;47.9
2026-08-20 10:47:36;19.5;46.8;47.9
2026-08-20 10:47:37;3.3;46.8;47.9
2026-08-20 10:47:38;8.2;46.8;47.9
2026-08-20 10:47:39;1.9;46.7;47.9
2026-08-20 10:47:40;2.3;46.8;47.9
2026-08-20 10:47:41;4.7;46.8;47.9
2026-08-20 10:47:42;4.2;46.8;47.9
2026-08-20 10:47:43;3.5;46.7;47.9
2026-08-20 10:47:44;6.6;46.8;47.9
2026-08-20 10:47:45;3.1;46.8;47.9
2026-08-20 10:47:46;1.7;46.8;47.9
2026-08-20 10:47:47;4.9;46.8;47.9
2026-08-20 10:47:48;2.9;46.8;47.9
2026-08-20 10:47:49;2.5;46.8;47.9
2026-08-20 10:47:50;3.3;46.8;47.9
2026-08-20 10:47:51;6.8;46.8;47.9
2026-08-20 10:47:52;5.3;46.8;47.9
2026-08-20 10:47:53;2.7;46.8;47.9
2026-08-20 10:47:54;8.6;46.8;47.9
2026-08-20 10:47:55;7.3;46.8;47.9
2026-08-20 10:47:56;2.9;46.8;47.9
2026-08-20 10:47:57;3.5;46.8;47.9
2026-08-20 10:47:58;2.2;46.8;47.9
2026-08-20 10:47:59;6.0;46.8;47.9
2026-08-20 10:48:00;4.7;46.8;47.9
2026-08-20 10:48:01;4.2;46.8;47.9
2026-08-20 10:48:02;1.0;46.8;47.9
